"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_SPECIMEN_SOURCE"|"PCORI_BASECODE"|"OMOP_SOURCECODE"
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24323-8\24326-1\2951-2\"|"Sodium SerPl-sCnc"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2951-2</TestID><TestName>Sodium SerPl-sCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>180</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24323-8\24326-1\2951-2\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Comprehensive metabolic 2000 panel, Lytes 1998 Pnl SerPl, Sodium SerPl-sCnc"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24323-8\24326-1\2028-9\"|"CO2 SerPl-sCnc"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2028-9</TestID><TestName>Carbon dioxide</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofLowValue>22</HighofLowValue><LowofHighValue>32</LowofHighValue><HighofHighValue>60</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24323-8\24326-1\2028-9\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Comprehensive metabolic 2000 panel, Lytes 1998 Pnl SerPl, CO2 SerPl-sCnc"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\131121001000004108\62621001000004106\"|"Influenza virus A IgG Ab (Units/volume) in Serum (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:31437-7</TestID><TestName>FLUAV IgG Ser-aCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><LowofLowValue>0</LowofLowValue><HighofHighValue>6</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\131121001000004108\62621001000004106\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Influenza virus A Ab (Units/volume) in Serum (observable entity), Influenza virus A IgG Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751121000004100\53231001000004103\53291001000004108\"|"Potassium (Moles/volume) in Urine (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2828-2</TestID><TestName>Potassium Ur-sCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>200</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751121000004100\53231001000004103\53291001000004108\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Clinical chemistry electrolyte observable (observable entity), Potassium (Moles/volume) in Body fluid (observable entity), Potassium (Moles/volume) in Urine (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\40083961000004105\40058061000004106\40006721000004106\"|"Methemoglobin/Hemoglobin.total in Blood (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2614-6</TestID><TestName>MetHgb MFr Bld</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>%</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>40</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\40083961000004105\40058061000004106\40006721000004106\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), Hemoglobin A1c/Hemoglobin.total in Blood (observable entity), Hemoglobin.other/Hemoglobin.total in Blood (observable entity), Methemoglobin/Hemoglobin.total in Blood (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40023901000004103\42671001000004100\42831001000004106\"|"Lactate dehydrogenase (Enzymatic activity/volume) in Serum or Plasma (observable entity)"|"N"|"FA "|||"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/15/2007 01:22:51</CreationDateTime><TestID>LDH</TestID><TestName>LDH</TestName><DataType>PosInteger</DataType><CodeType>GRP</CodeType><Loinc>2532-0</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>The units in this set of tests are not equivalent, therefore numeric comparisons between the tests are not possible.</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>U/L</NormalUnits><EqualUnits>units/L</EqualUnits><EqualUnits>IU/L</EqualUnits><ExcludingUnits>No Units</ExcludingUnits><ConvertingUnits><Units>u/dL</Units><MultiplyingFactor>0.1</MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40023901000004103\42671001000004100\42831001000004106\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Lactate dehydrogenase (Enzymatic activity/volume) in Unspecified specimen (observable entity), Lactate dehydrogenase (Enzymatic activity/volume) in Body fluid (observable entity), Lactate dehydrogenase (Enzymatic activity/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\57351001000004104\"|"Testosterone (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2986-8</TestID><TestName>Testost SerPl-mCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>ng/dL</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>4400</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\57351001000004104\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Interferon gamma (Mass/volume) in Serum or Plasma (observable entity), Testosterone (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24321-2\24326-1\2951-2\"|"Sodium SerPl-sCnc"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2951-2</TestID><TestName>Sodium SerPl-sCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>180</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24321-2\24326-1\2951-2\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Bas Metab 2000 Pnl SerPl, Lytes 1998 Pnl SerPl, Sodium SerPl-sCnc"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24321-2\24326-1\2075-0\"|"Chloride SerPl-sCnc"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2075-0</TestID><TestName>Chloride SerPl-sCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>140</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\24321-2\24326-1\2075-0\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Bas Metab 2000 Pnl SerPl, Lytes 1998 Pnl SerPl, Chloride SerPl-sCnc"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\40019591000004106\131151001000004107\18321001000004100\"|"Influenza virus B IgG Ab (Units/volume) in Serum (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:17015-9</TestID><TestName>FLUBV IgG Ser-aCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><LowofLowValue>0</LowofLowValue><HighofHighValue>3</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\40019591000004106\131151001000004107\18321001000004100\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Influenza virus B Ab (Units/volume) in Unspecified specimen (observable entity), Influenza virus B Ab (Units/volume) in Serum (observable entity), Influenza virus B IgG Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\2371001000004106\7671001000004101\"|"Carbon dioxide (Partial pressure) in Cord blood (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:14003-8</TestID><TestName>pCO2 BldCo</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mm Hg</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>200</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\2371001000004106\7671001000004101\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Carbon dioxide (Partial pressure) in Blood (observable entity), Carbon dioxide (Partial pressure) in Cord blood (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40018921000004105\40006901000004102\"|"Threonine/Creatinine (Ratio) in Urine (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:30057-4</TestID><TestName>Threonine/Creat Ur-Rto</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>umol/g creatinine</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>25270</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40018921000004105\40006901000004102\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Amino acids/Creatinine (Ratio) in Urine (observable entity), Threonine/Creatinine (Ratio) in Urine (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\57023-4\736-9\"|"Lymphocytes/leuk NFr Bld Auto"|"N"|"LA "|||"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/15/2007 01:22:23</CreationDateTime><TestID>LYMPHS</TestID><TestName>Lymphocytes - Auto</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>736-9</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues></Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue></LowofLowValue><HighofLowValue></HighofLowValue><LowofHighValue></LowofHighValue><HighofHighValue></HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues><Val description="""">-</Val><Val description=""POSITIVE"">****</Val><Val description="""">XXXX</Val></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>%</NormalUnits><EqualUnits></EqualUnits><ExcludingUnits>No Units</ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\57023-4\736-9\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), CBC W ordered manual diff Bld, Auto Diff Pnl Bld, Lymphocytes/leuk NFr Bld Auto"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\57023-4\713-8\"|"Eosinophil/leuk NFr Bld Auto"|"N"|"LA "|||"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/15/2007 01:22:46</CreationDateTime><TestID>EOS</TestID><TestName>Eosinophils - Auto</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>713-8</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue>0</LowofLowValue><HighofLowValue>1</HighofLowValue><LowofHighValue>3</LowofHighValue><HighofHighValue>8</HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>%</NormalUnits><EqualUnits></EqualUnits><ExcludingUnits>No Units</ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\57023-4\713-8\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), CBC W ordered manual diff Bld, Auto Diff Pnl Bld, Eosinophil/leuk NFr Bld Auto"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\40015561000004104\"|"IgG/Albumin (Mass Ratio) in Serum (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:6782-7</TestID><TestName>IgG/Alb Ser</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><LowofLowValue>0</LowofLowValue><HighofHighValue>3</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\40015561000004104\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Miscellaneous fluid chemistry observable (observable entity), Body fluid clinical chemistry observable (observable entity), IgG/Albumin (Mass Ratio) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\2371001000004106\25771001000004106\"|"Carbon dioxide (Partial pressure) in Arterial blood (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2019-8</TestID><TestName>pCO2 BldA</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mm Hg</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>200</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\2371001000004106\25771001000004106\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Carbon dioxide (Partial pressure) in Blood (observable entity), Carbon dioxide (Partial pressure) in Arterial blood (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40012411000004108\28251001000004105\117331001000004101\"|"Urea nitrogen (Mass/volume) in Blood (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:6299-2</TestID><TestName>BUN Bld-mCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mg/dL</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>140</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40012411000004108\28251001000004105\117331001000004101\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Urea (Mass/volume) in Unspecified specimen (observable entity), Urea (Mass/volume) in Blood (observable entity), Urea nitrogen (Mass/volume) in Blood (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\24318-8\26505-8\"|"Neuts Seg/leuk NFr Bld"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:26505-8</TestID><TestName>Neutrophils.segmented/100 leukocytes</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>%</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>100</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\24318-8\26505-8\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), CBC W ordered manual diff Bld, Manual diff Bld, Neuts Seg/leuk NFr Bld"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\24318-8\26499-4\"|"Neutrophils # Bld"|"N"|"LA "|||"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>04/15/2007 01:22:03</CreationDateTime><TestID>ANEU</TestID><TestName>Abs Neuts</TestName><DataType>PosFloat</DataType><CodeType>GRP</CodeType><Loinc>26499-4</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue>1.8</LowofLowValue><HighofLowValue>1.8</HighofLowValue><LowofHighValue>7.0</LowofHighValue><HighofHighValue>7.7</HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>k/mm3</NormalUnits><EqualUnits>k/cumm</EqualUnits><EqualUnits>k/uL</EqualUnits><EqualUnits>10^9/L</EqualUnits><ExcludingUnits>No Units</ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\24318-8\26499-4\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), CBC W ordered manual diff Bld, Manual diff Bld, Neutrophils # Bld"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\24318-8\26511-6\"|"Neutrophils/leuk NFr Bld"|"N"|"LA "|||"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime>11/18/2005 14:56:48</CreationDateTime><TestID>NEUT</TestID><TestName>Neutrophils</TestName><DataType>PosInteger</DataType><CodeType>GRP</CodeType><Loinc>26511-6</Loinc><Flagstouse>HL</Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue>24</LowofLowValue><HighofLowValue>44</HighofLowValue><LowofHighValue>70</LowofHighValue><HighofHighValue>75.0</HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>%</NormalUnits><EqualUnits></EqualUnits><ExcludingUnits>No Units</ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\57782-5\24318-8\26511-6\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), CBC W ordered manual diff Bld, Manual diff Bld, Neutrophils/leuk NFr Bld"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\25081001000004101\10701001000004108\"|"Bicarbonate (Moles/volume) in Venous blood (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:14627-4</TestID><TestName>HCO3 BldV-sCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>mmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>70</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\25081001000004101\10701001000004108\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Bicarbonate (Moles/volume) in Blood (observable entity), Bicarbonate (Moles/volume) in Venous blood (observable entity)"|"@"||||"NELexicon 20180329"|||||||
